text,intent,labels,ner
add the item to the list,lists_createoradd,54,[]
check and confirm the instruction please.,general_confirm,30,[]
please change time zone to india,datetime_convert,21,"[('india', 'GPE')]"
Why not,podbaydoorresponse,73,[]
find my email for date,email_query,25,[]
how many birthday's are on twenty third,datetime_query,22,"[('twenty third', 'DATE')]"
begin playing the audiobook beauty and the beast,play_audiobook,65,"[('beauty and the beast', 'WORK_OF_ART')]"
turn the lights off,iot_hue_lightoff,48,[]
what is a banana,qa_definition,75,[]
how would you describe a tennis ball,qa_definition,75,[]
you've done it right appreciated.,general_praise,35,[]
set the alarm tone,alarm_set,2,[]
yes you've done your understanding correcly.,general_affirm,28,[]
send whatsapp message to <name>,send_whatsapp_message,85,[]
on vacuum cleaner,iot_cleaning,44,[]
if i call mike in california at six pm what will his time be,datetime_convert,21,"[('mike', 'PERSON'), ('california', 'GPE'), ('six pm', 'TIME')]"
read my lists to me,lists_query,55,[]
what is tom's phone number,email_querycontact,26,"[('tom', 'PERSON')]"
what is the answer to that question,qa_maths,77,[]
i need to change my house lights colour to blue,iot_hue_lightchange,46,[]
play best friends by yelawolf,play_music,68,"[('best friends', 'WORK_OF_ART'), ('yelawolf', 'PERSON')]"
put an order in for two pizzas from dominoes,takeaway_order,91,"[('two', 'CARDINAL'), ('dominoes', 'ORG')]"
"please tell me good news,tell me some good news,tell me something good happened",tell_me_news,95,[]
put on the screen the lists i have available,lists_query,55,[]
please delete bananas from my shopping list,lists_remove,56,[]
wake me up in thirty minutes,alarm_set,2,"[('thirty minutes', 'TIME')]"
set a neighbor party for next week,calendar_set,11,"[('next week', 'DATE')]"
can you tell me what movie has the best reviews,recommendation_movies,82,[]
set a notification on third march about company meeting,calendar_set,11,"[('third march', 'DATE')]"
play musician play list,play_podcasts,70,[]
eight hundred and eighty nine fm please,play_radio,71,"[('eight hundred and eighty nine', 'CARDINAL')]"
tell me about medieval war engines,qa_definition,75,[]
how is it outside today,weather_query,104,"[('today', 'DATE')]"
how many likes i have got on my eggless cake post on youtube,social_query,88,[]
tweet complaint to amazon products,social_post,87,"[('amazon', 'ORG')]"
make list,lists_createoradd,54,[]
given it is four thirty five pm in london what time is it in melbourne,datetime_convert,21,"[('four thirty five pm', 'TIME'), ('london', 'GPE'), ('melbourne', 'GPE')]"
i want to play a trivia game,play_game,66,[]
what is the time difference between new york and lagos,datetime_convert,21,"[('new york', 'GPE'), ('lagos', 'GPE')]"
remove six am alarm of whole week for future,alarm_remove,1,"[('six am', 'TIME')]"
id like to know if there are any accidents on the route that i am taking,transport_traffic,101,[]
turn on console,play_game,66,[]
what does rice wine go with,cooking_recipe,15,[]
see you,goodbye,38,[]
"hmm, i think not correct.",general_negate,34,[]
can you backward an episode in the podcast,play_podcasts,70,[]
please play forward episode in quantico,play_podcasts,70,"[('forward', 'WORK_OF_ART'), ('quantico', 'GPE')]"
can you provide me with the contact information assigned to this person,email_querycontact,26,[]
sorry but it is incorrect.,general_negate,34,[]
do i have any get togethers this week,calendar_query,9,"[('this week', 'DATE')]"
have no idea for which to choose.,general_dontcare,31,[]
i appreciate answers.,general_praise,35,[]
when it's ten pm here what time is it in brisbane,datetime_convert,21,"[('ten pm', 'TIME'), ('brisbane', 'GPE')]"
clear the dust and then on the cleaner,iot_cleaning,44,[]
is the balloon festival this weekend,calendar_query,9,"[('this weekend', 'DATE')]"
start a takeaway order for me,takeaway_order,91,[]
on tuesday what is the weather supposed to be,weather_query,104,"[('tuesday', 'DATE')]"
please change the volume low of the speakers,audio_volume_down,6,[]
Where can I find,tell_me_about,93,[]
show current track in music player,music_settings,59,[]
that is good.,general_affirm,28,[]
where do the rocky mountains start,qa_factoid,76,[]
could not understand it.,general_explain,32,[]
tell me about the cheapest flight fares to nj today,transport_ticket,100,"[('nj', 'GPE'), ('today', 'DATE')]"
"this is unimportant to me, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
please speak up,audio_volume_up,8,[]
i do not really mind for anything.,general_dontcare,31,[]
what is time now in california,datetime_query,22,"[('california', 'GPE')]"
try the last message one more time please.,general_repeat,37,"[('one', 'CARDINAL')]"
I am Adam,greetingresponse,42,"[('Adam', 'PERSON')]"
what time does the train leave for chicago,transport_query,98,"[('chicago', 'GPE')]"
resume audiobook please,play_audiobook,65,[]
please search for beginners guide to cooking,cooking_recipe,15,[]
hey olly tell me what shops i am near,recommendation_locations,81,"[('olly', 'PERSON')]"
what is the name of that song that just went off,music_query,58,[]
tell me the recipe for mashed potatoes,cooking_recipe,15,[]
"i do not know, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
erase item please from my list,lists_remove,56,[]
give me more light,iot_hue_lightup,50,[]
i think it's not the correct answer.,general_negate,34,[]
"i have no idea regarding to what to do, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
what is my location,general_quirky,36,[]
what is the answer to dollars minus dollars,qa_maths,77,[]
hi olly please cancel all the programs for friday,calendar_remove,10,"[('olly', 'PERSON'), ('friday', 'DATE')]"
open parcheese game for you and i,play_game,66,"[('parcheese', 'WORK_OF_ART')]"
i need the time zone from london england instead of central time zone,datetime_convert,21,"[('london england', 'GPE')]"
what is the last email i received,email_query,25,[]
is the thanks giving event on fourteenth of this month true,calendar_query,9,"[('fourteenth of this month', 'DATE')]"
please ring the wake up alarm at eight am next saturday,alarm_set,2,"[('eight am', 'TIME'), ('next saturday', 'DATE')]"
can i see the previous episode,play_podcasts,70,[]
movies with good reviews,recommendation_movies,82,[]
repeat all,music_settings,59,[]
book me a train for the next available train,transport_ticket,100,[]
what is the google stock at,qa_stock,78,"[('google', 'ORG')]"
increase light,iot_hue_lightup,50,[]
tell me some joke,general_joke,33,[]
what did she just sing,music_query,58,[]
you don't understand it right.,general_negate,34,[]
the command was confirmed.,general_affirm,28,[]
how many rupies are in a dollar,qa_currency,74,"[('dollar', 'MONEY')]"
tell me what's happening on social media,social_query,88,[]
"that's useful, thank you so much, olly.",general_praise,35,"[('olly', 'PERSON')]"
please turn on radio on seven am,play_radio,71,"[('seven am', 'TIME')]"
object identifier,qa_definition,75,[]
what do you know about mary,email_querycontact,26,"[('mary', 'PERSON')]"
is it sunny in gonbad now,weather_query,104,"[('gonbad', 'GPE')]"
can you turn up the volume on itunes,audio_volume_up,8,"[('itunes', 'ORG')]"
remind me about calendar,calendar_set,11,[]
Can you turn the volume down?,volume_control,103,[]
i like songs from,music_likeness,57,[]
thanks but i think this was not the correct command.,general_negate,34,[]
reply email to charlotte,email_sendemail,27,"[('charlotte', 'PERSON')]"
check that.,general_confirm,30,[]
play back the last message,email_query,25,[]
what lists do i have,lists_query,55,[]
"s2, i was unclear about what you've just said.",general_explain,32,[]
show me the email of jack,email_query,25,"[('jack', 'PERSON')]"
show me my alarms i have set,alarm_query,0,[]
"whatever is good with me, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
wake me up on friday at five in the morning i need to catch the train,alarm_set,2,"[('friday', 'DATE'), ('five in the morning', 'TIME')]"
i need two pizzas stat,takeaway_order,91,"[('two', 'CARDINAL')]"
buy me a train ticket,transport_ticket,100,[]
do i have any emails from katherine,email_query,25,"[('katherine', 'PERSON')]"
what's the exchange between u. s. d. and cad,qa_currency,74,"[('u. s. d.', 'GPE'), ('cad', 'PERSON')]"
stock,qa_stock,78,[]
search for two tickets on tuesday's train to paris,transport_ticket,100,"[('two', 'CARDINAL'), ('tuesday', 'DATE'), ('paris', 'GPE')]"
what kind of musical events are happening around here this week,recommendation_events,80,"[('this week', 'DATE')]"
please play clash of clans,play_game,66,"[('clash of clans', 'WORK_OF_ART')]"
tweet to mcdonalds saying that i found a hair in their burger,social_post,87,"[('mcdonalds', 'ORG')]"
make new list,lists_createoradd,54,[]
will you retry it please.,general_repeat,37,[]
show me what day the thirty first is on,datetime_query,22,"[('the thirty first', 'DATE')]"
It is Bella,greetingresponse,42,"[('Bella', 'PERSON')]"
your birth date,general_quirky,36,[]
let's try again please.,general_repeat,37,[]
i have a complaint,social_post,87,[]
what's going on around the neighborhood,recommendation_events,80,[]
tell me what a freeway is,qa_definition,75,[]
Good thanks! This is Adam,courtesygreetingresponse,18,"[('Adam', 'PERSON')]"
how many mega pixel is listed in the description of the canon,qa_factoid,76,[]
"appreciated, that is great job.",general_praise,35,[]
start candy crush,play_game,66,[]
trending social media,social_query,88,[]
hey does that restaurant have takeout,takeaway_query,92,[]
clear my day on the twenty ninth,calendar_remove,10,"[('the twenty ninth', 'DATE')]"
please delete the shopping list,lists_remove,56,[]
does fongs have delivery,takeaway_query,92,"[('fongs', 'WORK_OF_ART')]"
clear all events from march seven,calendar_remove,10,"[('march seven', 'DATE')]"
calculate the travel time if i go to orlando by train,transport_query,98,"[('orlando', 'GPE')]"
increase the intensity of the lighting in the room,iot_hue_lightup,50,[]
any new interests from linda,social_query,88,"[('linda', 'PERSON')]"
make coffee at six am,iot_coffee,45,"[('six am', 'TIME')]"
order a twelve piece honey mustard wing combo with seasonimg altnon the fries and a sprite as the drink,takeaway_order,91,"[('twelve', 'CARDINAL'), ('seasonimg altnon', 'PRODUCT')]"
add an alarm for tomorrow morning at six am,alarm_set,2,"[('tomorrow morning', 'TIME'), ('six am', 'TIME')]"
turn out the lights,iot_hue_lightup,50,[]
find a taxi service close to me,transport_taxi,99,[]
silence for two hours,audio_volume_mute,7,"[('two hours', 'TIME')]"
remember that this is my favorite music,music_likeness,57,[]
remove this list from the others,lists_remove,56,[]
please reset that.,general_repeat,37,[]
which new emails were received,email_query,25,[]
download youtube video of kishore kumar,download_youtube_video,23,"[('youtube', 'ORG'), ('kishore kumar', 'PERSON')]"
remind me to eat when i get home,calendar_set,11,[]
locate me the amazon restaurants,recommendation_locations,81,"[('amazon', 'ORG')]"
hows many more reminders are left,calendar_query,9,[]
what is marketing,qa_definition,75,[]
ocean eleven,recommendation_movies,82,"[('ocean eleven', 'FAC')]"
can you please let me know the next four scheduled trains to chicago,transport_query,98,"[('four', 'CARDINAL'), ('chicago', 'GPE')]"
is there any construction on route sixty six,transport_traffic,101,"[('route sixty six', 'FAC')]"
look up information on mount rushmore,qa_factoid,76,"[('mount rushmore', 'LOC')]"
can i order takeaway dinner from byron's,takeaway_order,91,"[(""byron's"", 'ORG')]"
is there valet service at the event,calendar_query,9,[]
set mute mode for one hour,audio_volume_mute,7,"[('one hour', 'TIME')]"
just stop please.,general_commandstop,29,[]
get sia's cheap thrills ready to play next,play_music,68,"[('sia', 'PERSON')]"
please lower the volume,audio_volume_down,6,[]
order two medium cheese and one medium pepperoni pizza from dominoes,takeaway_order,91,"[('two', 'CARDINAL'), ('one', 'CARDINAL'), ('dominoes', 'ORG')]"
check mails,email_query,25,[]
create a new list for me please,lists_createoradd,54,[]
hey put carrots on that,lists_createoradd,54,[]
change lights from red to blue,iot_hue_lightchange,46,[]
what time can i call from pennsylvania and it will be business hours in australia,datetime_convert,21,"[('pennsylvania', 'GPE'), ('business hours', 'TIME'), ('australia', 'GPE')]"
please open blokus game i would like to play with you,play_game,66,"[('blokus game', 'PRODUCT')]"
will you please play the next episode of podcast,play_podcasts,70,[]
could you speak up,audio_volume_up,8,[]
turn on the lights that are outdoors,iot_hue_lighton,49,[]
what is the dollar against the pound,qa_currency,74,[]
are there any news regarding our president on facebook today,social_query,88,"[('today', 'DATE')]"
you have done it correcly.,general_affirm,28,[]
save this song as my favorite,music_likeness,57,[]
what lists are open,lists_query,55,[]
turn on vacuum cleaner,iot_cleaning,44,[]
"you did awesome work, thank you so much.",general_praise,35,[]
are there any backups on route eighty today,transport_traffic,101,"[('route eighty', 'FAC'), ('today', 'DATE')]"
lets play tic tac toe,play_game,66,[]
social media,social_query,88,[]
are there any events coming up,recommendation_events,80,[]
when is the doctor's appointment,calendar_query,9,[]
